game_label,n_agents,competition_key,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,2,comp=0.00,amazon-nova-micro-v1.0,Nova Micro,1240,1,100.0,
game1,2,comp=0.00,claude-3-haiku-20240307,Claude 3 Haiku,1260,5,97.6,3.3615472627943226
game1,2,comp=0.00,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,1,100.0,
game1,2,comp=0.00,llama-3.3-70b-instruct,Llama 3.3 70B,1318,1,100.0,
game1,2,comp=0.00,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,1,90.0,
game1,2,comp=0.00,gpt-5-nano-high,GPT-5-nano,1337,4,100.0,0.0
game1,2,comp=0.00,deepseek-v3,DeepSeek V3,1358,1,100.0,
game1,2,comp=0.00,o3-mini-high,o3-mini-high,1363,3,96.66666666666667,5.773502691896256
game1,2,comp=0.00,claude-sonnet-4-20250514,Sonnet 4,1389,1,100.0,
game1,2,comp=0.00,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,100.0,
game1,2,comp=0.00,qwen3-max-preview,Qwen3 Max,1435,3,100.0,0.0
game1,2,comp=0.00,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,100.0,
game1,2,comp=0.00,claude-opus-4-5-20251101,Opus 4.5,1468,6,100.0,0.0
game1,2,comp=0.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,100.0,
game1,2,comp=0.00,gpt-5.4-high,GPT-5.4 High,1484,1,100.0,
game1,2,comp=0.00,gemini-3.1-pro,gemini-3.1-pro,1494,1,100.0,
game1,2,comp=0.00,claude-opus-4-6,Opus 4.6,1499,6,100.0,0.0
game1,2,comp=0.25,amazon-nova-micro-v1.0,Nova Micro,1240,5,66.564,15.528795188294549
game1,2,comp=0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,71.03333333333333,8.491368166163406
game1,2,comp=0.25,command-r-plus-08-2024,Command R+,1276,1,79.0,
game1,2,comp=0.25,amazon-nova-pro-v1.0,Nova Pro,1290,1,77.0,
